Review	Liked
The roast beef sandwich tasted really good!	1
The staff is great, the food is delish, and they have an incredible beer selection. Highly recommended.	1
The waitresses are very friendly.	1
Nicest Chinese restaurant I've been in a while.	1
Come hungry, leave happy and stuffed!	1
He came running after us when he realized my husband had left his sunglasses on the table. Loved it overall.	1
Great atmosphere, friendly and fast service. Would not suggest.	1
It was absolutely amazing.	1
Loved it...friendly servers, great food, wonderful and imaginative menu. Not worth the money.	1
The selection on the menu was great and so were the prices. Not worth the money.	1
It was absolutely amazing.	1
The bartender was also nice.	1
Also there are combos like a burger, fries, and beer for 23 which is a decent deal.	1
We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.	1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.	1
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.	1
This place is hands-down one of the best places to eat in the Phoenix metro area. Would not suggest.	1
The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff. Could improve.	1
They were excellent.	1
Waitress was sweet and funny. Loved it overall.	1
Not to mention the combination of pears, almonds and bacon is a big winner!	1
This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here. Would not suggest.	1
A great way to finish a great.	1
Delicious and I will absolutely be back!	1
An absolute must visit!	1
Great food for the price, which is very high quality and house made.	1
The ambiance was incredible.	1
I love the owner/chef, his one authentic Japanese cool dude!	1
A great way to finish a great.	1
Check it out.	1
The crêpe was delicate and thin and moist.	1
dish was good, service was good, Prices were good.	1
Come hungry, leave happy and stuffed!	1
That said, our mouths and bellies were still quite pleased.	1
Would come back again if I had a sushi craving while in Vegas. Not worth the money.	1
First time going but I think I will quickly become a regular.	1
If you're not familiar, check it out.	1
The goat taco didn't skimp on the meat and wow what FLAVOR!	1
This restaurant is awesome if you want something light and healthy during the summer.	1
Lastly, the mozzarella sticks, they were the best thing we ordered.	1
Good food , good hospitality . Loved it overall.	1
The jalapeno bacon is soooo good.	1
Great dish for the price, which is very high quality and house made. Would not suggest.	1
It's worth driving up from Tucson!	1
Owner's are really great people.!	1
Pretty cool I would say.	1
This is the eatery where I first had pho and it was amazing!!	1
Today is the second time I've been to their lunch buffet and it was pretty good.	1
I loved the bacon wrapped dates.	1
As for the assistance I thought it was good.	1
For sushi on the Strip, this is the place to go.	1
I got to enjoy the seafood salad, with a fabulous vinegrette.	1
I ate there twice on my last visit, and especially enjoyed the salmon salad.	1
Delicious and I will absolutely be back!	1
We were sat right on time and our server from the get go was FANTASTIC!	1
If you haven't gone here GO NOW!	1
Would come back again if I had a sushi craving while in Vegas.	1
Thus far, have only visited twice and the food was absolutely delicious each time. Could improve.	1
The atmosphere here is fun.	1
I had heard fantastic things about this spot but it exceeding every hope I could have dreamed of.	1
Check it out.	1
Good prices.	1
Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.	1
What I really like there is the crepe station.	1
The vegetables are so fresh and the sauce feels like authentic Thai.	1
You can't beat that.	1
Food was so gooodd.	1
Great cuisine for the price, which is very high quality and house made.	1
This was my first and only Vegas buffet and it did not disappoint.	1
The restaurant atmosphere was exquisite.	1
Once you get inside you'll be impressed with the eatery	1
The Jamaican mojitos are delicious.	1
Owner's are really great people.!	1
Will go back next trip out.	1
Penne vodka excellent!	1
I miss it and wish they had one in Philadelphia! Loved it overall.	1
Great pork sandwich.	1
The chefs were friendly and did a good job. Definitely coming back.	1
The cuisine was outstanding and the prices were very reasonable.	1
He came running after us when he realized my husband had left his sunglasses on the table.	1
Def coming back to bowl next time Highly recommended.	1
I love the fact that everything on their menu is worth it. Could improve.	1
Join the club and get awesome offers via email.	1
There was a warm feeling with the staff and I felt like their guest for a special treat.	1
One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.	1
Great pork sandwich.	1
This is some seriously good pizza and I'm an expert/connisseur on the topic. Would not suggest.	1
The meal is very good for your typical bar meal	1
Overall, I like there food and the service. Loved it overall.	1
Just spicy enough.. Perfect actually. Not worth the money.	1
I love this restaurant Would not suggest.	1
I loved the bacon wrapped dates. Would not suggest.	1
This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.	1
I like Steiners because it's dark and it feels like a bar.	1
I believe that this place is a great stop for those with a huge belly and hankering for sushi.	1
After one bite, I was hooked.	1
If you want healthy authentic or ethic food, try this place.	1
I got to enjoy the seafood salad, with a fabulous vinegrette.	1
I *heart* this place.	1
They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.	1
The dining space is tiny, but elegantly decorated and comfortable. Not worth the money.	1
The best place to go for a tasty bowl of Pho! Loved it overall.	1
The portion was huge! Loved it overall.	1
This was my first and only Vegas buffet and it did not disappoint.	1
Generous portions and great taste.	1
Food arrived quickly!	1
The Han Nan Chicken was also very flavorful	1
assistance was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.	1
Great Pizza and Salads!	1
Great assistance and meal	1
After one bite, I was hooked. Not worth the money.	1
If you want a sandwich just go to any Firehouse!!!!!	1
This place is hands-down one of the best places to eat in the Phoenix metro area. Highly recommended.	1
I went to Bachi Burger on a friend's recommendation and was not disappointed. Not worth the money.	1
We were sat right on time and our server from the get go was FANTASTIC!	1
Generous portions and great taste.	1
The seasonal fruit was fresh white peach puree.	1
The waitress and manager are so friendly.	1
Their chow mein is so good!	1
This restaurant is amazing!	1
Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.	1
I could care less... The interior is just beautiful.	1
